1,0.17876000000000006,0.21647364671634575,0.09111712660316834,1,9,32,27
0.5,0.19503,0.21647364671634575,0.09111712660316834,1,9,32,27
0.25,0.17957999999999996,0.21647364671634575,0.09111712660316834,1,9,32,27
0.125,0.18331000000000003,0.21647364671634575,0.09111712660316834,1,9,32,27
0.0625,0.16991000000000006,0.21647364671634575,0.09111712660316834,1,9,32,27
0.03125,0.17146000000000006,0.22600142099427115,0.021788654360737836,1,10,32,20
0.015625,0.20287999999999987,0.27883431949929055,0.05637265757626733,1,11,32,12
0.0078125,0.3036599999999999,0.37511886412797807,0.006568375570377953,1,12,32,7
0.00390625,0.4139799999999999,0.5018516425356561,0.20667526881720438,1,13,32,3
0.001953125,0.5852499999999996,0.706948371523692,0.488,1,9,1,1
