1,0.18594999999999992,0.2227965039604065,0.038299922302093024,1,9,29,25
0.5,0.16361,0.22151562516974824,0.011282873396831632,1,9,32,28
0.25,0.13518000000000008,0.22073540777511383,0.004717126603168367,1,9,31,27
0.125,0.15989999999999996,0.22151562516974824,0.011282873396831632,1,9,32,28
0.0625,0.16543000000000002,0.22073540777511383,0.004717126603168367,1,9,31,27
0.03125,0.19694999999999993,0.22600142099427115,0.021788654360737836,1,10,32,20
0.015625,0.20848999999999995,0.2950806287424047,0.04602734242373276,1,11,32,13
0.0078125,0.32767999999999986,0.4132463954477218,0.10617693958215704,1,12,25,5
0.00390625,0.3728500000000002,0.520906639424625,0.1215384054004744,1,13,29,3
0.001953125,0.49689999999999984,0.736256979070466,0.04051612903225805,1,14,32,2
