1,0.04600000000000001,0.021131248551274916,8.860786770981122e-09,1120976,25,32,5
0.5,0.3739999999999999,0.547838242091841,9.536752259009518e-07,426195,25,32,2
0.25,0.622,0.8944272509759383,5.96046483281043e-08,6710886,25,1,1
0.125,0.5479999999999999,0.8944272509759383,5.96046483281043e-08,6710886,25,1,1
0.0625,0.6480000000000001,0.8944272509759383,5.96046483281043e-08,6710886,25,1,1
0.03125,0.6400000000000001,0.8944272509759383,5.96046483281043e-08,6710886,25,1,1
0.015625,0.6060000000000001,0.8944272509759383,5.96046483281043e-08,6710886,25,1,1
0.0078125,0.5499999999999999,0.8944272509759383,5.96046483281043e-08,6710886,25,1,1
0.00390625,0.6259999999999999,0.8944272509759383,5.96046483281043e-08,6710886,25,1,1
0.001953125,0.592,0.8944272509759383,5.96046483281043e-08,6710886,25,1,1
