1,0.05000000000000001,0.14156394209236772,0.06904602998040126,1,5,32,5
0.5,0.38799999999999996,0.450459356250611,0.1870967741935484,1,6,32,2
0.25,0.568,0.7211102550927978,0.2,1,2,1,1
0.125,0.82,1.6124515496597098,0.6,1,3,1,1
0.0625,1.286,3.8,2.2,1,4,1,1
0.03125,1.5239999999999998,8.296987405076617,5.4,1,5,1,1
0.015625,1.7659999999999996,17.335512683506074,11.8,1,6,1,1
0.0078125,1.8200000000000003,35.43162429243119,24.6,1,7,1,1
0.00390625,1.9400000000000004,71.63267410895673,50.2,1,8,1,1
0.001953125,1.9539999999999997,144.03902249043486,101.4,1,9,1,1
