1,0.09199999999999992,0.13521965071731187,0.037451789918975645,1,5,32,9
0.5,0.298,0.35629335202719037,0.06904602998040126,1,6,32,5
0.25,0.44000000000000017,0.5962847939999439,0.06666666666666679,1,4,4,2
0.125,0.6149999999999998,0.7745966692414834,0.2,1,7,16,1
0.0625,0.8370000000000001,1.6613247725836149,0.6,1,5,2,1
0.03125,1.2599999999999998,3.9857028568707213,2.303225806451613,1,10,31,1
0.015625,1.5590000000000004,8.335466393669883,5.4,1,11,32,1
0.0078125,1.796,17.372391890583174,11.8,1,8,2,1
0.00390625,1.858,40.638907666502675,28.257142857142856,1,11,7,1
0.001953125,1.9609999999999999,71.6684030797394,50.2,1,13,16,1
