1,0.16951999999999995,0.22711327537509698,1.5996327176708292e-06,36852,25,31,21
0.5,0.17934000000000005,0.21873579960730075,6.554370950539123e-06,66275,25,32,28
0.25,0.19196999999999995,0.2285569359501945,2.584470462693389e-06,39125,25,30,21
0.125,0.18959999999999996,0.22243697578730326,1.6753289311736806e-05,37900,25,32,22
0.0625,0.18883,0.23897844160210346,1.548675486014872e-05,36849,25,28,19
0.03125,0.19398999999999997,0.23000779225470117,9.163881993572431e-07,32054,25,32,20
0.015625,0.24223999999999993,0.2905432573745124,3.013174996624457e-05,18335,25,28,12
0.0078125,0.3057600000000001,0.3779944606441059,5.1783724686629284e-05,9855,25,27,7
0.00390625,0.3586400000000001,0.49960037133135876,6.436333069086685e-05,5724,25,25,4
0.001953125,0.54453,0.7067322192631698,0.0002782511105915546,2632,25,26,2
