1,0.18216000000000002,0.21647364671634575,0.09111712660316834,1,9,32,27
0.5,0.18826999999999994,0.21647364671634575,0.09111712660316834,1,9,32,27
0.25,0.19301,0.21647364671634575,0.09111712660316834,1,9,32,27
0.125,0.18044000000000004,0.21647364671634575,0.09111712660316834,1,9,32,27
0.0625,0.17729000000000003,0.21647364671634575,0.09111712660316834,1,9,32,27
0.03125,0.17074999999999999,0.22600142099427115,0.021788654360737836,1,10,32,20
0.015625,0.23027000000000009,0.27883431949929055,0.05637265757626733,1,11,32,12
0.0078125,0.3220499999999999,0.37511886412797807,0.006568375570377953,1,12,32,7
0.00390625,0.45385000000000003,0.5018516425356561,0.20667526881720438,1,13,32,3
0.001953125,0.6245200000000001,0.706948371523692,0.488,1,9,1,1
