1,0.18109000000000003,0.2155348880308684,2.6431779704125803e-06,53972,25,32,26
0.5,0.19459999999999994,0.2155348880308684,2.6431779704125803e-06,53972,25,32,26
0.25,0.15723000000000004,0.2155348880308684,2.6431779704125803e-06,53972,25,32,26
0.125,0.15560999999999997,0.2155348880308684,2.6431779704125803e-06,53972,25,32,26
0.0625,0.16694999999999993,0.2155348880308684,2.6431779704125803e-06,53972,25,32,26
0.03125,0.17948999999999987,0.23000779225470117,9.163881993572431e-07,32054,25,32,20
0.015625,0.20146999999999998,0.2895006054528654,2.5250858372260153e-05,15460,25,32,12
0.0078125,0.2745,0.37755887515113057,2.3576717555215508e-05,8138,25,32,7
0.00390625,0.4312199999999999,0.49939400104038767,0.00011517890038044243,4406,25,32,4
0.001953125,0.4808100000000001,0.7068130229510334,0.0004587005906405466,2130,25,32,2
