1,0.17268,0.22112542530870774,0.021233255635426305,1,9,30,26
0.5,0.15358999999999992,0.22112542530870774,0.021233255635426305,1,9,30,26
0.25,0.18029,0.22112542530870774,0.021233255635426305,1,9,30,26
0.125,0.15851999999999997,0.22151562516974824,0.011282873396831632,1,9,32,28
0.0625,0.19384999999999997,0.22073540777511383,0.004717126603168367,1,9,31,27
0.03125,0.17625,0.22600142099427115,0.021788654360737836,1,10,32,20
0.015625,0.25590999999999997,0.2950806287424047,0.04602734242373276,1,11,32,13
0.0078125,0.3002,0.3799321235155338,0.10285740782844231,1,12,30,6
0.00390625,0.4353000000000001,0.5668411781242405,0.11237891837491384,1,13,31,4
0.001953125,0.6061699999999999,0.7928931259621593,0.11109885057471275,1,14,30,2
