1,0.19047,0.22492837017385964,7.130186403969674e-06,64144,25,30,26
0.5,0.1813599999999999,0.21600354311136574,1.3265522939832409e-05,49178,25,32,25
0.25,0.1881,0.22391109832771103,1.2489110476280984e-05,40207,25,31,22
0.125,0.17402999999999996,0.23190943098656636,1.4982102212570681e-05,61868,25,28,24
0.0625,0.17654999999999993,0.22243697578730326,1.6753289311736806e-05,37900,25,32,22
0.03125,0.2224799999999999,0.24857070128364228,1.1220871337059179e-05,41040,25,25,18
0.015625,0.21422999999999998,0.29023405474723324,4.633675641741775e-05,17518,25,29,12
0.0078125,0.3007500000000001,0.37881421413447847,6.824377120426561e-05,12501,25,22,7
0.00390625,0.44952,0.5768542671924867,0.00018343315261040515,3731,25,28,3
0.001953125,0.47119999999999984,0.7070065187138527,5.817751772747215e-05,5377,25,13,2
